Consequent,Antecedent,Supp,Conf,Lift
N_L,"('3_NP', 'medium_S', 'N_WA')",0.1,0.98,1.29
N_P,"('3_NP', 'medium_S', 'N_L')",0.12,0.98,1.0
N_L,"('3_NP', 'medium_S', 'N_P')",0.12,0.98,1.29
N_L,"('3_NP', 'medium_S')",0.12,0.98,1.29
N_P,"('3_NP', 'medium_S', 'N_WA')",0.1,0.98,1.0
N_WA,"('3_NP', 'medium_S', 'N_P')",0.1,0.83,0.97
N_WA,"('3_NP', 'medium_S')",0.1,0.83,0.97
N_P,"('3_NP', 'medium_S')",0.12,0.98,1.0
N_P,"('3_NP', 'low_S', 'N_L', 'N_WA')",0.09,0.99,1.01
N_WA,"('3_NP', 'low_S', 'N_L', 'N_P')",0.09,0.82,0.95
N_L,"('3_NP', 'low_S', 'N_WA', 'N_P')",0.09,0.98,1.28
N_WA,"('3_NP', 'low_S', 'N_L')",0.1,0.82,0.95
N_L,"('3_NP', 'low_S', 'N_WA')",0.1,0.98,1.28
N_P,"('3_NP', 'low_S', 'N_L')",0.12,0.99,1.01
N_L,"('3_NP', 'low_S', 'N_P')",0.12,0.98,1.28
N_L,"('3_NP', 'low_S')",0.12,0.98,1.29
N_P,"('3_NP', 'low_S', 'N_WA')",0.1,0.99,1.01
N_WA,"('3_NP', 'low_S', 'N_P')",0.1,0.82,0.96
N_WA,"('3_NP', 'low_S')",0.1,0.82,0.96
N_P,"('3_NP', 'low_S')",0.12,0.99,1.01
N_P,"('3_NP', 'N_L', 'N_WA')",0.21,0.98,1.0
N_WA,"('3_NP', 'N_L', 'N_P')",0.21,0.82,0.96
N_L,"('3_NP', 'N_WA', 'N_P')",0.21,0.98,1.28
N_WA,"('3_NP', 'N_L')",0.22,0.82,0.96
N_L,"('3_NP', 'N_WA')",0.22,0.98,1.28
N_P,"('3_NP', 'N_L')",0.26,0.98,1.0
N_L,"('3_NP', 'N_P')",0.26,0.98,1.29
N_L,"('3_NP',)",0.27,0.98,1.29
N_P,"('3_NP', 'N_WA')",0.22,0.98,1.0
N_WA,"('3_NP', 'N_P')",0.22,0.83,0.97
N_WA,"('3_NP',)",0.22,0.82,0.96
N_P,"('3_NP',)",0.26,0.98,1.0
N_P,"('0_D', '4_NP', 'N_L', 'N_WA')",0.06,0.97,0.99
N_WA,"('0_D', '4_NP', 'N_L', 'N_P')",0.06,0.85,0.99
N_L,"('0_D', '4_NP', 'N_WA', 'N_P')",0.06,0.89,1.17
N_WA,"('0_D', '4_NP', 'N_L')",0.06,0.84,0.98
N_L,"('0_D', '4_NP', 'N_WA')",0.06,0.89,1.17
N_P,"('0_D', '4_NP', 'N_L')",0.07,0.96,0.98
N_L,"('0_D', '4_NP', 'N_P')",0.07,0.9,1.18
N_L,"('0_D', '4_NP')",0.07,0.9,1.18
N_P,"('0_D', '4_NP', 'N_WA')",0.07,0.97,0.99
N_WA,"('0_D', '4_NP', 'N_P')",0.07,0.86,1.0
N_WA,"('0_D', '4_NP')",0.07,0.85,0.99
N_P,"('0_D', '4_NP')",0.08,0.97,0.99
N_L,"('0_D', '3_T', 'medium_S')",0.04,0.81,1.06
N_WA,"('0_D', '3_T', 'medium_S')",0.04,0.84,0.98
N_P,"('0_D', '3_T', 'medium_S')",0.05,0.96,0.98
N_P,"('0_D', '3_T', 'low_S', 'N_WA')",0.05,0.99,1.01
N_WA,"('0_D', '3_T', 'low_S', 'N_P')",0.05,0.89,1.04
N_WA,"('0_D', '3_T', 'low_S')",0.05,0.89,1.04
N_P,"('0_D', '3_T', 'low_S')",0.06,0.99,1.01
N_P,"('0_D', '3_T', 'N_L', 'N_WA')",0.07,0.97,0.99
N_WA,"('0_D', '3_T', 'N_L', 'N_P')",0.07,0.84,0.98
N_WA,"('0_D', '3_T', 'N_L')",0.07,0.84,0.98
N_P,"('0_D', '3_T', 'N_L')",0.08,0.97,0.99
N_P,"('0_D', '3_T', 'N_WA')",0.1,0.98,1.0
N_WA,"('0_D', '3_T', 'N_P')",0.1,0.87,1.02
N_WA,"('0_D', '3_T')",0.1,0.86,1.01
N_P,"('0_D', '3_T')",0.11,0.97,1.0
N_P,"('0_D', 'medium_S', 'N_L', 'N_WA')",0.08,0.96,0.98
N_WA,"('0_D', 'medium_S', 'N_L', 'N_P')",0.08,0.83,0.97
N_L,"('0_D', 'medium_S', 'N_WA', 'N_P')",0.08,0.81,1.06
N_WA,"('0_D', 'medium_S', 'N_L')",0.08,0.82,0.96
N_L,"('0_D', 'medium_S', 'N_WA')",0.08,0.81,1.06
N_P,"('0_D', 'medium_S', 'N_L')",0.09,0.95,0.98
N_L,"('0_D', 'medium_S', 'N_P')",0.09,0.82,1.08
N_L,"('0_D', 'medium_S')",0.1,0.83,1.09
N_P,"('0_D', 'medium_S', 'N_WA')",0.1,0.97,0.99
N_WA,"('0_D', 'medium_S', 'N_P')",0.1,0.85,0.99
N_WA,"('0_D', 'medium_S')",0.1,0.84,0.98
N_P,"('0_D', 'medium_S')",0.11,0.96,0.98
N_P,"('0_D', 'low_S', 'N_L', 'N_WA')",0.08,0.99,1.01
N_WA,"('0_D', 'low_S', 'N_L', 'N_P')",0.08,0.83,0.97
N_WA,"('0_D', 'low_S', 'N_L')",0.08,0.83,0.97
N_P,"('0_D', 'low_S', 'N_L')",0.09,0.99,1.01
N_P,"('0_D', 'low_S', 'N_WA')",0.12,0.99,1.01
N_WA,"('0_D', 'low_S', 'N_P')",0.12,0.87,1.02
N_WA,"('0_D', 'low_S')",0.12,0.87,1.02
N_P,"('0_D', 'low_S')",0.14,0.99,1.01
N_P,"('0_D', 'N_L', 'N_WA')",0.17,0.97,0.99
N_WA,"('0_D', 'N_L', 'N_P')",0.17,0.83,0.97
N_WA,"('0_D', 'N_L')",0.17,0.83,0.97
N_P,"('0_D', 'N_L')",0.2,0.97,0.99
N_P,"('0_D', 'N_WA')",0.23,0.98,1.0
N_WA,"('0_D', 'N_P')",0.23,0.86,1.01
N_WA,"('0_D',)",0.24,0.86,1.0
N_P,"('0_D',)",0.27,0.98,1.0
N_WA,"('4_NP', '3_T', 'medium_S', 'N_L')",0.04,0.85,0.99
N_P,"('4_NP', '3_T', 'medium_S', 'N_L')",0.05,0.95,0.97
N_L,"('4_NP', '3_T', 'medium_S')",0.05,0.99,1.3
N_WA,"('4_NP', '3_T', 'medium_S')",0.04,0.85,0.99
N_P,"('4_NP', '3_T', 'medium_S')",0.05,0.95,0.97
N_WA,"('4_NP', '3_T', 'low_S', 'N_L', 'N_P')",0.05,0.83,0.97
N_WA,"('4_NP', '3_T', 'low_S', 'N_L')",0.05,0.83,0.97
N_P,"('4_NP', '3_T', 'low_S', 'N_L')",0.05,0.99,1.01
N_L,"('4_NP', '3_T', 'low_S', 'N_P')",0.05,0.98,1.29
N_L,"('4_NP', '3_T', 'low_S')",0.06,0.98,1.28
N_WA,"('4_NP', '3_T', 'low_S', 'N_P')",0.05,0.84,0.98
N_WA,"('4_NP', '3_T', 'low_S')",0.05,0.83,0.97
N_P,"('4_NP', '3_T', 'low_S')",0.06,0.98,1.0
N_P,"('4_NP', '3_T', 'N_L', 'N_WA')",0.1,0.97,0.99
N_WA,"('4_NP', '3_T', 'N_L', 'N_P')",0.1,0.84,0.98
N_L,"('4_NP', '3_T', 'N_WA', 'N_P')",0.1,0.99,1.29
N_WA,"('4_NP', '3_T', 'N_L')",0.1,0.84,0.98
N_L,"('4_NP', '3_T', 'N_WA')",0.1,0.98,1.29
N_P,"('4_NP', '3_T', 'N_L')",0.11,0.97,0.99
N_L,"('4_NP', '3_T', 'N_P')",0.11,0.99,1.3
N_L,"('4_NP', '3_T')",0.12,0.99,1.29
N_P,"('4_NP', '3_T', 'N_WA')",0.1,0.97,0.99
N_WA,"('4_NP', '3_T', 'N_P')",0.1,0.84,0.99
N_WA,"('4_NP', '3_T')",0.1,0.84,0.98
N_P,"('4_NP', '3_T')",0.12,0.96,0.99
N_P,"('4_NP', 'medium_S', 'N_L', 'N_WA')",0.09,0.96,0.98
N_WA,"('4_NP', 'medium_S', 'N_L', 'N_P')",0.09,0.85,0.99
N_L,"('4_NP', 'medium_S', 'N_WA', 'N_P')",0.09,0.91,1.19
N_WA,"('4_NP', 'medium_S', 'N_L')",0.1,0.85,0.99
N_L,"('4_NP', 'medium_S', 'N_WA')",0.1,0.91,1.2
N_P,"('4_NP', 'medium_S', 'N_L')",0.11,0.96,0.98
N_L,"('4_NP', 'medium_S', 'N_P')",0.11,0.91,1.2
N_L,"('4_NP', 'medium_S')",0.12,0.92,1.2
N_P,"('4_NP', 'medium_S', 'N_WA')",0.1,0.96,0.99
N_WA,"('4_NP', 'medium_S', 'N_P')",0.1,0.85,1.0
N_WA,"('4_NP', 'medium_S')",0.11,0.85,1.0
N_P,"('4_NP', 'medium_S')",0.12,0.96,0.98
N_P,"('4_NP', 'low_S', 'N_L', 'N_WA')",0.1,0.99,1.01
N_WA,"('4_NP', 'low_S', 'N_L', 'N_P')",0.1,0.82,0.96
N_L,"('4_NP', 'low_S', 'N_WA', 'N_P')",0.1,0.87,1.14
N_WA,"('4_NP', 'low_S', 'N_L')",0.1,0.82,0.96
N_L,"('4_NP', 'low_S', 'N_WA')",0.1,0.86,1.14
N_P,"('4_NP', 'low_S', 'N_L')",0.12,0.99,1.01
N_L,"('4_NP', 'low_S', 'N_P')",0.12,0.88,1.16
N_L,"('4_NP', 'low_S')",0.12,0.88,1.16
N_P,"('4_NP', 'low_S', 'N_WA')",0.12,0.99,1.01
N_WA,"('4_NP', 'low_S', 'N_P')",0.12,0.84,0.98
N_WA,"('4_NP', 'low_S')",0.12,0.83,0.97
N_P,"('4_NP', 'low_S')",0.14,0.99,1.01
N_P,"('4_NP', 'N_L', 'N_WA')",0.21,0.97,0.99
N_WA,"('4_NP', 'N_L', 'N_P')",0.21,0.84,0.98
N_L,"('4_NP', 'N_WA', 'N_P')",0.21,0.89,1.17
N_WA,"('4_NP', 'N_L')",0.22,0.83,0.98
N_L,"('4_NP', 'N_WA')",0.22,0.9,1.18
N_P,"('4_NP', 'N_L')",0.26,0.97,0.99
N_L,"('4_NP', 'N_P')",0.26,0.9,1.19
N_L,"('4_NP',)",0.26,0.91,1.19
N_P,"('4_NP', 'N_WA')",0.24,0.98,1.0
N_WA,"('4_NP', 'N_P')",0.24,0.85,0.99
N_WA,"('4_NP',)",0.25,0.84,0.99
N_P,"('4_NP',)",0.28,0.97,0.99
N_P,"('3_T', 'medium_S', 'N_L', 'N_WA')",0.12,0.97,0.99
N_WA,"('3_T', 'medium_S', 'N_L', 'N_P')",0.12,0.83,0.98
N_WA,"('3_T', 'medium_S', 'N_L')",0.12,0.83,0.97
N_P,"('3_T', 'medium_S', 'N_L')",0.14,0.97,0.99
N_P,"('3_T', 'medium_S', 'N_WA')",0.15,0.97,0.99
N_WA,"('3_T', 'medium_S', 'N_P')",0.15,0.86,1.0
N_WA,"('3_T', 'medium_S')",0.16,0.86,1.0
N_P,"('3_T', 'medium_S')",0.18,0.97,0.99
N_P,"('3_T', 'low_S', 'N_L', 'N_WA')",0.12,0.99,1.01
N_WA,"('3_T', 'low_S', 'N_L', 'N_P')",0.12,0.83,0.97
N_WA,"('3_T', 'low_S', 'N_L')",0.12,0.83,0.97
N_P,"('3_T', 'low_S', 'N_L')",0.15,0.99,1.01
N_P,"('3_T', 'low_S', 'N_WA')",0.18,0.99,1.01
N_WA,"('3_T', 'low_S', 'N_P')",0.18,0.87,1.02
N_WA,"('3_T', 'low_S')",0.19,0.87,1.02
N_P,"('3_T', 'low_S')",0.21,0.99,1.01
N_P,"('3_T', 'N_L', 'N_WA')",0.26,0.98,1.0
N_WA,"('3_T', 'N_L', 'N_P')",0.26,0.83,0.97
N_WA,"('3_T', 'N_L')",0.27,0.83,0.97
N_P,"('3_T', 'N_L')",0.32,0.98,1.0
N_P,"('3_T', 'N_WA')",0.36,0.98,1.0
N_WA,"('3_T', 'N_P')",0.36,0.86,1.01
N_WA,"('3_T',)",0.37,0.86,1.01
N_P,"('3_T',)",0.42,0.98,1.0
N_P,"('medium_S', 'N_L', 'N_WA')",0.28,0.97,0.99
N_WA,"('medium_S', 'N_L', 'N_P')",0.28,0.83,0.98
N_WA,"('medium_S', 'N_L')",0.28,0.83,0.97
N_P,"('medium_S', 'N_L')",0.33,0.97,0.99
N_P,"('medium_S', 'N_WA')",0.36,0.97,1.0
N_WA,"('medium_S', 'N_P')",0.36,0.86,1.0
N_WA,"('medium_S',)",0.37,0.85,1.0
N_P,"('medium_S',)",0.42,0.97,0.99
N_P,"('low_S', 'N_L', 'N_WA')",0.28,0.99,1.01
N_WA,"('low_S', 'N_L', 'N_P')",0.28,0.82,0.96
N_WA,"('low_S', 'N_L')",0.28,0.82,0.95
N_P,"('low_S', 'N_L')",0.34,0.99,1.01
N_P,"('low_S', 'N_WA')",0.42,0.99,1.01
N_WA,"('low_S', 'N_P')",0.42,0.86,1.0
N_WA,"('low_S',)",0.42,0.86,1.0
N_P,"('low_S',)",0.48,0.99,1.01
N_P,"('N_L', 'N_WA')",0.61,0.98,1.0
N_WA,"('N_L', 'N_P')",0.61,0.83,0.97
N_WA,"('N_L',)",0.63,0.82,0.96
N_P,"('N_L',)",0.74,0.97,0.99
N_P,"('N_WA',)",0.84,0.98,1.0
N_WA,"('N_P',)",0.84,0.86,1.0
